886 0.941470 -1 
1159 1.912474 0.357938 1134,1153,1152
1160 1.959075 0.380394 1154,1135,1152
1161 2.150360 0.154920 1155,1136,1152
1164 1.313655 0.114684 1139,1153
1165 1.858834 0.067534 1154,1140,1153
1166 1.940523 0.071632 1155,1141,1153
1169 1.193032 0.107964 1154,1144
1170 2.088823 0.075932 1155,1154,1145
1173 1.337121 0.031015 1155,1148
1176 0.972298 -1 1158
1177 1.850384 0.593753 1176,1159
1178 1.831904 0.465822 1176,1160
1179 1.739971 0.426623 1176,1161
1182 1.322868 0.140722 1177,1164
1183 2.033164 0.362596 1177,1165,1178
1184 1.945478 0.114492 1177,1166,1179
1187 1.282069 0.611154 1169,1178
1188 1.847354 0.110222 1170,1179,1178
1191 1.220870 0.285966 1173,1179
1194 0.908970 -1 1182
1195 1.833843 0.908808 1194,1183
1196 1.851797 0.841256 1184,1194
1199 1.275426 0.369758 1187,1195
1200 1.880105 0.112789 1195,1188,1196
1203 1.346887 0.115175 1191,1196
1206 0.964597 -1 1199
1207 1.716858 0.594979 1206,1200
1210 1.271459 0.105812 1207,1203
1213 0.913953 -1 1210
