886 4.473123 -1 
1087 7.065704 0.232139 1077,1045,1079
1088 6.350595 0.227916 1077,1046,1080
1089 6.305026 0.148107 1077,1047,1081
1090 6.468806 0.282907 1077,1048,1082
1093 3.681698 0.129545 1051,1078
1094 6.260624 0.195211 1052,1078,1079
1095 7.036348 0.296317 1053,1078,1080
1096 7.026189 0.201894 1054,1081,1078
1097 7.216851 0.248649 1082,1078,1055
1100 4.530217 0.089224 1058,1079
1101 7.019075 0.109354 1059,1080,1079
1102 6.930803 0.531796 1060,1081,1079
1103 7.138014 0.283199 1061,1082,1079
1106 4.131974 0.085040 1064,1080
1107 7.151058 0.220545 1065,1081,1080
1108 6.433047 0.243227 1066,1082,1080
1111 4.490544 0.471737 1069,1081
1112 6.425008 0.282739 1070,1082,1081
1115 4.521163 0.142795 1082,1073
1118 2.803533 -1 1085
1119 6.673780 0.980767 1118,1086
1120 6.187863 0.962300 1087,1118
1121 5.614263 1.018515 1118,1088
1122 5.701841 1.381746 1118,1089
1123 5.680392 1.211983 1118,1090
1126 4.129728 0.388950 1119,1093
1127 6.958821 0.244086 1119,1120,1094
1128 7.760153 0.287519 1119,1121,1095
1129 6.336740 0.533427 1119,1122,1096
1130 6.873701 0.241333 1119,1097,1123
1133 3.992319 0.130435 1120,1100
1134 6.977614 0.189553 1120,1121,1101
1135 6.335494 0.520788 1120,1122,1102
1136 7.063564 0.243455 1120,1123,1103
1139 3.716777 0.583545 1106,1121
1140 6.978093 1.132531 1121,1122,1107
1141 7.056005 0.184591 1121,1123,1108
1144 4.008199 0.573191 1111,1122
1145 7.722933 0.198470 1122,1123,1112
1148 4.515432 0.553044 1123,1115
1151 2.777605 -1 1126
1152 6.241537 0.040825 1151,1127
1153 6.155325 1.098805 1128,1151
1154 5.660523 1.053331 1129,1151
1155 6.557516 0.999421 1130,1151
1158 4.489403 0.409008 1133,1152
1159 6.971571 0.671516 1134,1153,1152
1160 7.059050 0.227984 1154,1135,1152
1161 6.314779 0.540997 1155,1136,1152
1164 3.664873 0.433840 1139,1153
1165 6.930449 0.242015 1154,1140,1153
1166 7.708071 0.583513 1155,1141,1153
1169 4.453769 0.463502 1154,1144
1170 6.300399 0.595020 1155,1154,1145
1173 4.060820 0.114881 1155,1148
1176 3.036060 -1 1158
1177 5.607257 1.324480 1176,1159
1178 6.030722 0.972194 1176,1160
1179 5.591800 1.481831 1176,1161
1182 3.609436 0.046839 1177,1164
1183 6.982471 0.285660 1177,1165,1178
1184 6.920300 0.015284 1177,1166,1179
1187 4.362891 0.440233 1169,1178
1188 6.126582 0.560860 1170,1179,1178
1191 3.518360 0.076563 1173,1179
1194 3.112432 -1 1182
1195 5.630759 1.288223 1194,1183
1196 5.568586 1.363283 1184,1194
1199 3.938875 0.165133 1187,1195
1200 6.265358 0.602569 1195,1188,1196
1203 4.022103 0.404258 1191,1196
1206 2.696866 -1 1199
1207 5.584391 1.319398 1206,1200
1210 3.550514 0.169027 1207,1203
1213 2.636073 -1 1210
