3826 0.160635 0.144362 0.255409 
4120 0.388737 0.089187 0.099733 3834,3826,3830,3862,4076,3838,3854,3842,3850,3846,3858
4128 0.159098 0.037016 0.128717 4080
4132 0.340057 0.099384 0.110489 3854,4128,4085
4136 0.364571 0.083181 0.101270 4128,3850,4090
4140 0.383708 0.072495 0.073054 4128,4095
4144 0.390203 0.084158 0.108743 4100,4128,3842
4148 0.382240 0.089676 0.090724 3943,4128,4105
4152 0.393556 0.088838 0.084089 3834,3916,3920,4128,3912,3924,3928,3936,3908,3932,4110
4156 0.384406 0.085207 0.092750 3885,3869,4128,3881,3901,3873,3889,3877,4115,3893,3897
4160 0.399282 0.091282 0.088209 3834,3826,4128,3830,3862,4120,3838,3854,3842,3850,3846,3858
4167 0.207149 0.032336 0.117683 4132,3854
4171 0.372882 0.144990 0.122572 4167,3854,3850,4136
4175 0.382451 0.090794 0.088698 4167,3854,4140
4179 0.383289 0.078572 0.071447 4167,4144,3854,3842
4183 0.379937 0.088699 0.087580 4167,3854,3943,4148
4187 0.389365 0.077524 0.089188 4167,4152,3920,3912,3924,3916,3928,3936,3908,3932,3854,3834
4191 0.388317 0.078083 0.078641 4167,3885,3869,4156,3901,3873,3889,3877,3854,3893,3881,3897
4195 0.390063 0.095334 0.095264 4167,3834,3830,4160,3826,3862,3838,3854,3842,3850,3846,3858
4202 0.189339 0.038482 7.077572 4171,3850
4206 0.407314 0.116565 0.101480 4202,4175,3850
4210 0.399213 0.083041 0.081155 4202,3842,4179,3850
4214 0.390762 0.087651 0.080527 4202,4183,3943,3850
4218 0.383917 0.085137 0.093308 3834,3916,3920,3912,3924,3928,3936,3908,4187,3932,3850,4202
4222 0.397676 0.089607 0.080108 3885,3869,3881,3901,3873,3889,4191,3850,4202,3893,3877,3897
4226 0.408153 0.113072 0.095542 3834,3826,3830,3862,4195,3838,3854,3842,3850,3846,4202,3858
4233 0.187664 0.042534 0.122990 4206
4237 0.408222 0.111606 0.109372 3842,4233,4210
4241 0.410806 0.088209 0.091283 4214,3943,4233
4245 0.395301 0.077594 0.089188 3834,3916,3920,3912,3924,3928,3936,3908,4218,3932,4233
4249 0.394533 0.084578 0.095752 3885,3869,3881,3901,3873,3889,3877,3893,4233,3897,4222
4253 0.391879 0.105809 0.087791 3834,3826,3830,3862,3838,3854,3842,3850,3846,4226,4233,3858
4260 0.185359 0.039949 0.112026 4237,3842
4264 0.396140 0.115029 0.114540 4260,3842,3943,4241
4268 0.400750 0.090724 0.095753 4260,3834,3920,3936,3912,3924,3916,3928,4245,3908,3932,3842
4272 0.400121 0.085765 0.086603 4260,3885,3869,3881,3901,4249,3873,3889,3877,3842,3893,3897
4276 0.399143 0.088280 0.110140 4260,3834,3830,3826,3862,4253,3838,3854,3842,3850,3846,3858
4283 0.189269 0.041067 0.116495 3943,4264
4287 0.389784 0.126901 0.105460 3834,4283,3920,3936,3912,3924,3916,4268,3928,3943,3908,3932
4291 0.397327 0.088210 0.085207 3885,4283,3869,3873,3881,3901,4272,3943,3889,3877,3893,3897
4295 0.375187 0.093308 0.098337 3834,4283,3830,4276,3826,3862,3943,3838,3854,3842,3850,3846,3858
4302 0.187593 0.042603 0.109581 3834,3916,3920,4287,3924,3928,3936,3908,3932,3912
4306 0.369949 0.122502 0.118172 3834,4302,3920,3873,3885,3912,3924,3916,3908,3928,3936,4291,3869,3932,3889,3893,3881,3877,3897,3901
4310 0.382730 0.090724 0.085625 3834,4302,3920,3830,3912,3924,3916,4295,3862,3928,3936,3908,3826,3932,3854,3838,3850,3846,3842,3858
4317 0.195625 0.040019 0.114470 3885,3869,3881,4306,3873,3889,3877,3893,3897,3901
4321 0.380006 0.071448 0.074520 3885,4310,3869,3881,3901,4317,3826,3862,3873,3889,3877,3830,3854,3838,3850,3846,3834,3893,3842,3897,3858
4328 0.193879 0.087790 0.219720 3834,3826,3830,4321,3862,3838,3854,3842,3850,3846,3858
